,Company Brand,Founded,HeadQuarter,Sector,What it does,Founders,Investor,Amount,Stage,Year
449,Jambox Games,2021.0,Bangalore,Manufacturing,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",Ravi Vyas,Unknown,21000000.0,Pre-series A,2021
450,SuperK,2019.0,Andhra Pradesh,Commerce,SuperK is a full-stack solution to empower small format retail stores in India.,Neeraj Menta,STRIVE VC,3174000.0,Pre-series A,2021
451,TagZ Foods,2019.0,Bangalore,Food & Beverages,TagZ Foods is a supplier of snacks and food products.,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts,1000000.0,Pre-series A,2021
452,TruNativ,2019.0,Mumbai,Food & Beverages,TruNativ Foods & Beverages Pvt Ltd,"Pranav Malhotra, Mamta Malhotra",9Unicorns,3174000.0,Pre-series A,2021
453,Puresh Daily,2019.0,Ranchi,Agriculture,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners",3174000.0,Pre-series A,2021
454,LimeChat,2020.0,Faridabad,aichatbot,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma",15000000.0,Pre-series A,2021
455,Dybo,2019.0,Bangalore,Technology,Product Visualisation Technology for Commerce,Dhawal Jain,Spanache,3174000.0,Pre-series A,2021
456,moEVing,2021.0,Gurgaon,Transport,"Delivering clean, cost-effective and efficient mobility solutions.",VIKASH MISHRA,Unknown,3174000.0,Pre-series A,2021
457,Solethreads,2018.0,Gurgaon,Beauty & Fashion,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,Vikram Iyer,"DSG Consumer Partners, Saama Capital",3174000.0,Series A,2021
458,CredFlow,2020.0,New Delhi,Finance,CredFlow provides financial solutions to automate your cashflows.,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",500000.0,Pre-series A,2021
459,AntWak,2019.0,Bangalore,Education,AntWak provides a video platform for e-learning service.,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah",700000.0,Pre-series A,2021
460,PlayShifu,2016.0,Bangalore,Education,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund",500000.0,Series B,2021
461,Pitstop,2015.0,Bangalore,Transport,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture",3174000.0,Pre-series A,2021
462,Lendingkart,1999.0,Gujarat,Finance,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings",3174000.0,Debt,2021
463,CRED,2018.0,Bangalore,Finance,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management",1000000.0,Series D,2021
464,Karnival,2015.0,Bangalore,Technology,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,Neeraj Tyagi,http://100x.vc/,3174000.0,Pre-series A,2021
465,PharmEasy,2015.0,Mumbai,Health,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.","Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec",3174000.0,Series E,2021
466,WESS,1989.0,Mumbai,Energy,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,Hitesh Doshi,Centrum Financial Services,3174000.0,Pre-series A,2021
467,Rage Coffee,2018.0,New Delhi,Food & Beverages,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,Bharat Sethi,"GetVantage, Prakash Katama",3174000.0,Pre-series A,2021
468,Groww,2017.0,Bangalore,Finance,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund",3174000.0,Series D,2021
469,Avanti Finance,2016.0,Bangalore,Finance,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,3174000.0,Series A,2021
470,Kudos,2014.0,Pune,Finance,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",Naresh Vigh,Marquee fintech founders,1000000.0,Pre-series A,2021
471,Superpro.ai,2019.0,Bangalore,Media & Entertainment,Enabling independent professionals to bring offline consulting online with AI,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India",3174000.0,Pre-series A,2021
472,WiT-ACE,2020.0,Gurgaon,Business Intelligence,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",Anuranjita Kumar,CitiusTech,21000000.0,Pre-series A,2021
473,Spinny,2015.0,Gurgaon,Commerce,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments",3174000.0,Series C,2021
474,Alteria Capital,2018.0,Mumbai,Finance,Alteria Capital is a Venture debt firm .,Vinod Murali,Unknown,40000000.0,Debt,2021
475,PumPumPum,2018.0,Gurgaon,Real Estate,Pumpumpum is a car rental company.,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank",1200000.0,Pre-series A,2021
476,Eunimart,2016.0,Hyderabad,Commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt",1500000.0,Pre-series A,2021
477,Uable,2020.0,Bangalore,Education,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,Saurabh Saxena,"JAFCO Asia, Chiratae Ventures",20000000.0,Pre-series A,2021
478,Zoko,2016.0,Bangalore,Technology,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.","Arjun Paul, Aromal Sivadasan",Y Combinator,3174000.0,Pre-series A,2021
479,GetWork,2019.0,Gurgaon,Business Intelligence,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Rahul Veerwal,Artha Venture Fund,4000000.0,Pre-series A,2021
480,Easebuzz,2015.0,Pune,Commerce,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,Rohit Prasad,"Jitendra Gupta, Amrish Rau",560000.0,Series A,2021
481,DusMinute,2017.0,Bangalore,Commerce,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Apoorva Mishra,Indian Angel Network,3174000.0,Pre-series A,2021
482,FanPlay,2020.0,New Delhi,Sports,A real money game app specializing in trivia games,YC W21,"Pritesh Kumar, Bharat Gupta",1500000.0,$1200000,2021
483,TartanSense,2015.0,Bangalore,Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",3174000.0,Series A,2021
484,Kirana247,2018.0,New Delhi,Transport,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,"Tarun Jiwarajka, Pankhuri Jiwarajka",Unknown,3174000.0,Pre-series A,2021
485,NeoDocs,2020.0,Mumbai,Health,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital",6000000.0,Pre-series A,2021
486,IsGoingOnline,2015.0,Kochi,Commerce,Kochi-based digital catalogue and marketplace IsGoingOnline,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",3174000.0,Pre-series A,2021
487,Camp K12,2010.0,Gurgaon,Education,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",Anshul Bhagi,"Matrix Partners India, Elevation Capital",3174000.0,Series A,2021
488,Elda Health,2020.0,Bangalore,Health,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures",3174000.0,Pre-series A,2021
489,Sporjo,2020.0,Mumbai,Sports,A one stop destination to build a successful career in the Indian sports industry!,G Srinivvasan,Punit Balan,3174000.0,Pre-series A,2021
490,SuperGaming,2017.0,Pune,Manufacturing,"At SuperGaming, building India's best gaming company.","Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",3174000.0,Series A,2021
491,Zetwerk,2018.0,Bangalore,Manufacturing,ZETWERK is a universal manufacturing network powered by new-age technology.,"Srinath Ramakkrushnan, Amrit Acharya",Unknown,3174000.0,Series E,2021
492,AppsForBharat,2020.0,Bangalore,LifeStyle,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",Prashant Sachan,"Sequoia Capital India, BEENEXT",3174000.0,Pre-series A,2021
493,Khatabook,2018.0,Bangalore,Finance,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,"Ravish Naresh, Ashish Sonone","Tribe Capital, Moore Strategic Ventures (MSV)",3174000.0,Series C,2021
494,Smytten,2015.0,Gurgaon,consumergoods,India's largest premium discovery and trial platform!,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures,3174000.0,Series A,2021
495,Syook,2016.0,Bangalore,Manufacturing,Syook is building the next generation enterprise IOT platform.,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",25000000.0,Series A,2021
496,Akudo,2020.0,Bangalore,Finance,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi","Y Combinator, Incubate Fund India",800000.0,Pre-series A,2021
497,NOTO,2019.0,Mumbai,consumergoods,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.","Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",3174000.0,Pre-series A,2021
498,Lumiq,2013.0,Noida,Technology,Help enterprises monetize their data and reinvent the digital transformation journey.,Shoaib Mohammad,Info Edge Ventures,600000.0,Pre-series A,2021
499,CommerceUp,2018.0,Gurgaon,Technology,Grow and manage ecommerce business from single dashboard,Piyush Pathak,NB Ventures,1000000.0,Pre-series A,2021
500,Breathe Well-being,2015.0,Gurgaon,Health,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.","Rohan Verma, Aditya Kaicker",Accel,3000000.0,Series A,2021
501,Probus,2017.0,New Delhi,Technology,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.","Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,3174000.0,Bridge Round,2021
502,Smart Express,2018.0,Mumbai,Transport,India’s Most Innovative and Awarded Express Logistics Company.,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",3174000.0,Pre-series A,2021
503,Smallcase,2015.0,Bangalore,Finance,Smallcase is a new way to invest in the stock markets.,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital,3174000.0,Series C,2021
504,Postman,2014.0,Bangalore,Technology,Postman is the collaboration platform for API development.,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","CRV, Nexus Venture Partners",3174000.0,Series D,2021
505,Hashnode,2016.0,Bangalore,Technology,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",3174000.0,Series A,2021
506,RACEnergy,2018.0,Hyderabad,Transport,RACEnergy is working to power the future of mobility through clean and efficient technologies.,Arun Sreyas Reddy,"Micelio Fund, growX ventures",3174000.0,Pre-series A,2021
507,BharatPe,2018.0,New Delhi,Finance,The vision to make financial inclusion a reality for Indian merchants.,"Ashneer Grover, Shashvat Nakrani","IIFL Wealth, Asset Management, Northern Arc Capital",100000000.0,Debt,2021
508,Gyde,2019.0,Pune,Technology,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.","Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar",3174000.0,Pre-series A,2021
509,BatteryPool,2018.0,Pune,Transport,Building the Operating System for managing Electric Vehicles in fleets.,Ashwin Shankar,IAN,5000000.0,Pre-series A,2021
510,AgNext,2016.0,Chandigarh,Agriculture,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",Taranjeet Singh Bhamra,Alpha Wave Incubation,300000.0,Series A,2021
511,Xpresslane,2019.0,Bangalore,Technology,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",3174000.0,Pre-series A,2021
512,LoanKuber,2016.0,New Delhi,Finance,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,Saurabh Nagpal,Unknown,3174000.0,Pre-series A,2021
513,OYO,2013.0,Gurgaon,Hospitality,OYO is a global travel tech company that connects its patrons and guests.,Ritesh Agarwal,Microsoft,3174000.0,Series F,2021
514,Log 9 Materials,2014.0,Bangalore,Technology,Log9 Materials is on a mission to make global energy 100% clean.,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries,1500000.0,Series A,2021
515,FlashPrep,2020.0,Bangalore,Education,FlashPrep is the smart way to master learning.,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,3000000.0,Pre-series A,2021
516,Kenko Health,2019.0,Mumbai,Technology,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience","Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios",2000000.0,Pre-series A,2021
517,Wiz Freight,2020.0,Chennai,Transport,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.","Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor,75000000.0,Pre-series A,2021
518,Credgenics,2018.0,New Delhi,Finance,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners",1000000.0,Series A,2021
519,BlueLearn,2020.0,Goa,Education,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!","Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",1200000.0,Pre-series A,2021
520,NimbleBox.ai,2018.0,Chennai,mlopsplatform,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts,1000000.0,Pre-series A,2021
521,Pickrr,2015.0,Gurgaon,Transport,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, Ananta Capital",3174000.0,Series B,2021
522,Grip Invest,2020.0,Gurgaon,Finance,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.","Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners",3174000.0,Series A,2021
523,Heads Up For Tails,2008.0,New Delhi,Health,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",Rashi Sanon,"Verlinvest, Sequoia Capital India",3174000.0,Series A,2021
